age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
38.0,admin.,married,tertiary,no,1988.0,no,no,cellular,27.0,mar,164.0,2.0,130.0,2.0,failure,yes
27.0,admin.,married,secondary,no,1595.0,no,no,cellular,29.0,dec,196.0,2.0,197.0,2.0,success,yes
25.0,student,single,secondary,no,331.0,no,no,telephone,26.0,aug,170.0,4.0,-1.0,0.0,unknown,yes
56.0,management,married,unknown,no,4623.0,no,no,cellular,25.0,feb,305.0,1.0,192.0,1.0,success,yes
36.0,unemployed,married,tertiary,no,154.0,no,no,cellular,26.0,aug,556.0,7.0,-1.0,0.0,unknown,yes
31.0,admin.,single,secondary,no,190.0,no,no,cellular,30.0,apr,514.0,1.0,-1.0,0.0,unknown,yes
66.0,retired,divorced,unknown,no,53.0,no,no,cellular,12.0,jul,562.0,4.0,-1.0,0.0,unknown,yes
32.0,management,single,tertiary,no,6542.0,yes,no,cellular,15.0,may,1598.0,4.0,175.0,5.0,failure,yes
40.0,services,divorced,secondary,no,687.0,yes,no,cellular,2.0,feb,531.0,1.0,208.0,1.0,success,yes
43.0,blue-collar,married,primary,no,3064.0,yes,no,cellular,20.0,nov,2453.0,2.0,-1.0,0.0,unknown,yes
51.0,housemaid,divorced,secondary,no,9228.0,no,no,cellular,18.0,jul,655.0,4.0,-1.0,0.0,unknown,yes
34.0,blue-collar,married,secondary,no,800.0,no,no,cellular,5.0,apr,144.0,1.0,-1.0,0.0,unknown,yes
47.0,management,married,tertiary,no,3505.0,no,no,cellular,17.0,nov,434.0,2.0,-1.0,0.0,unknown,yes
36.0,management,single,tertiary,no,5958.0,yes,no,cellular,22.0,sep,155.0,1.0,184.0,1.0,success,yes
27.0,technician,single,tertiary,no,667.0,no,no,cellular,29.0,jan,866.0,2.0,-1.0,0.0,unknown,yes
52.0,services,divorced,secondary,no,36.0,yes,yes,cellular,11.0,may,930.0,1.0,-1.0,0.0,unknown,yes
44.0,housemaid,single,primary,no,1059.0,no,no,unknown,18.0,jun,2093.0,1.0,-1.0,0.0,unknown,yes
26.0,technician,married,secondary,no,915.0,no,no,cellular,2.0,jun,384.0,1.0,-1.0,0.0,unknown,yes
32.0,technician,married,secondary,no,1547.0,no,no,cellular,26.0,oct,289.0,1.0,805.0,4.0,other,yes
34.0,management,married,tertiary,no,3050.0,yes,no,cellular,13.0,may,469.0,1.0,-1.0,0.0,unknown,yes
35.0,technician,married,tertiary,no,7050.0,no,no,cellular,11.0,aug,222.0,3.0,182.0,4.0,success,yes
32.0,management,single,tertiary,no,2.0,yes,no,cellular,11.0,sep,100.0,2.0,-1.0,0.0,unknown,yes
43.0,self-employed,married,secondary,no,14144.0,yes,no,cellular,21.0,nov,504.0,1.0,-1.0,0.0,unknown,yes
50.0,unemployed,married,primary,no,705.0,no,no,unknown,5.0,jun,504.0,1.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,primary,no,1758.0,yes,no,unknown,16.0,may,1230.0,3.0,-1.0,0.0,unknown,yes
29.0,self-employed,single,tertiary,no,476.0,yes,no,cellular,18.0,may,427.0,1.0,-1.0,0.0,unknown,yes
32.0,technician,married,secondary,no,348.0,yes,no,cellular,17.0,jul,926.0,1.0,-1.0,0.0,unknown,yes
50.0,management,married,tertiary,no,5969.0,no,no,cellular,25.0,jan,455.0,1.0,544.0,2.0,failure,yes
65.0,unemployed,married,secondary,no,3195.0,no,no,telephone,2.0,mar,904.0,1.0,-1.0,0.0,unknown,yes
59.0,self-employed,married,tertiary,no,2013.0,no,no,cellular,17.0,nov,409.0,2.0,-1.0,0.0,unknown,yes
44.0,entrepreneur,married,tertiary,no,121.0,no,no,cellular,10.0,aug,412.0,1.0,-1.0,0.0,unknown,yes
33.0,admin.,married,secondary,no,82.0,yes,no,cellular,25.0,jul,735.0,1.0,-1.0,0.0,unknown,yes
33.0,management,single,tertiary,no,935.0,no,no,cellular,9.0,feb,385.0,2.0,92.0,8.0,success,yes
57.0,unemployed,married,secondary,no,3754.0,no,no,cellular,5.0,feb,1063.0,2.0,-1.0,0.0,unknown,yes
38.0,management,single,tertiary,no,104.0,yes,no,cellular,6.0,may,606.0,3.0,-1.0,0.0,unknown,yes
45.0,blue-collar,married,unknown,no,1529.0,yes,no,cellular,13.0,nov,181.0,1.0,197.0,1.0,success,yes
25.0,technician,single,secondary,no,102.0,no,yes,cellular,8.0,jul,574.0,2.0,-1.0,0.0,unknown,yes
22.0,housemaid,single,secondary,no,1796.0,no,no,cellular,28.0,jun,369.0,3.0,-1.0,0.0,unknown,yes
32.0,management,single,tertiary,no,935.0,no,no,cellular,10.0,aug,161.0,2.0,375.0,5.0,failure,yes
32.0,management,divorced,tertiary,no,222.0,no,yes,cellular,15.0,jul,820.0,4.0,-1.0,0.0,unknown,yes
45.0,blue-collar,single,secondary,no,0.0,no,no,cellular,5.0,aug,374.0,2.0,472.0,1.0,success,yes
35.0,housemaid,single,secondary,no,1015.0,yes,no,unknown,5.0,jun,406.0,2.0,-1.0,0.0,unknown,yes
23.0,student,single,secondary,no,107.0,no,no,cellular,14.0,oct,84.0,1.0,183.0,1.0,success,yes
50.0,blue-collar,married,primary,no,82.0,no,no,telephone,5.0,apr,456.0,1.0,-1.0,0.0,unknown,yes
31.0,management,married,tertiary,no,877.0,no,no,cellular,9.0,jun,192.0,1.0,93.0,7.0,other,yes
61.0,retired,married,tertiary,no,2557.0,yes,no,cellular,10.0,nov,89.0,1.0,91.0,4.0,success,yes
42.0,blue-collar,married,primary,no,1673.0,yes,no,cellular,17.0,apr,636.0,3.0,-1.0,0.0,unknown,yes
39.0,blue-collar,married,secondary,no,2467.0,no,no,cellular,19.0,jul,207.0,2.0,276.0,3.0,other,yes
37.0,technician,single,secondary,no,980.0,no,no,cellular,8.0,aug,1306.0,5.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,secondary,no,183.0,yes,no,cellular,18.0,jul,610.0,1.0,-1.0,0.0,unknown,yes
55.0,unemployed,divorced,secondary,no,387.0,yes,no,unknown,6.0,may,918.0,1.0,-1.0,0.0,unknown,yes
30.0,services,divorced,primary,no,459.0,yes,no,cellular,18.0,jul,494.0,1.0,-1.0,0.0,unknown,yes
57.0,management,married,tertiary,no,1227.0,no,no,cellular,5.0,jun,232.0,1.0,-1.0,0.0,unknown,yes
31.0,unemployed,single,tertiary,no,302.0,no,no,cellular,3.0,feb,349.0,1.0,357.0,3.0,success,yes
37.0,entrepreneur,divorced,secondary,no,175.0,yes,yes,unknown,13.0,may,753.0,6.0,-1.0,0.0,unknown,yes
34.0,blue-collar,married,secondary,no,182.0,no,no,cellular,6.0,aug,938.0,2.0,-1.0,0.0,unknown,yes
31.0,technician,married,secondary,yes,-367.0,yes,no,cellular,18.0,jul,474.0,2.0,-1.0,0.0,unknown,yes
52.0,technician,married,tertiary,no,876.0,no,no,cellular,4.0,may,601.0,3.0,-1.0,0.0,unknown,yes
73.0,retired,married,primary,no,796.0,no,no,cellular,23.0,oct,427.0,1.0,182.0,2.0,failure,yes
54.0,retired,divorced,tertiary,no,0.0,no,no,unknown,13.0,may,618.0,1.0,-1.0,0.0,unknown,yes
38.0,admin.,married,secondary,no,1559.0,no,no,cellular,3.0,mar,136.0,2.0,280.0,1.0,failure,yes
39.0,blue-collar,married,primary,no,70.0,no,no,unknown,8.0,may,813.0,1.0,-1.0,0.0,unknown,yes
44.0,self-employed,single,tertiary,no,2734.0,yes,no,cellular,12.0,may,897.0,4.0,-1.0,0.0,unknown,yes
29.0,admin.,single,secondary,no,3528.0,no,no,cellular,8.0,oct,137.0,1.0,-1.0,0.0,unknown,yes
51.0,management,married,tertiary,no,469.0,no,no,cellular,15.0,apr,200.0,1.0,181.0,2.0,success,yes
31.0,blue-collar,married,secondary,no,3311.0,yes,no,unknown,20.0,may,719.0,1.0,-1.0,0.0,unknown,yes
33.0,services,single,secondary,no,152.0,yes,no,cellular,25.0,may,202.0,2.0,365.0,2.0,success,yes
39.0,self-employed,married,tertiary,no,1047.0,no,no,unknown,6.0,jun,554.0,1.0,-1.0,0.0,unknown,yes
30.0,technician,married,secondary,no,484.0,yes,no,unknown,6.0,may,703.0,1.0,-1.0,0.0,unknown,yes
39.0,technician,married,secondary,no,1587.0,yes,no,cellular,8.0,sep,108.0,2.0,98.0,3.0,success,yes
25.0,management,married,tertiary,no,4461.0,no,no,cellular,11.0,mar,796.0,5.0,-1.0,0.0,unknown,yes
57.0,admin.,single,secondary,no,3551.0,yes,no,cellular,12.0,may,458.0,1.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,495.0,no,no,cellular,30.0,apr,266.0,1.0,87.0,1.0,failure,yes
27.0,blue-collar,single,secondary,no,3792.0,no,no,cellular,22.0,apr,279.0,2.0,-1.0,0.0,unknown,yes
27.0,technician,single,secondary,no,489.0,yes,no,cellular,30.0,jul,356.0,4.0,-1.0,0.0,unknown,yes
28.0,self-employed,single,tertiary,no,159.0,no,no,cellular,16.0,nov,449.0,2.0,33.0,4.0,success,yes
41.0,admin.,single,secondary,no,985.0,yes,no,cellular,30.0,jun,274.0,2.0,391.0,11.0,success,yes
46.0,blue-collar,married,primary,no,369.0,yes,no,unknown,13.0,may,916.0,2.0,-1.0,0.0,unknown,yes
38.0,management,divorced,secondary,no,257.0,yes,no,cellular,30.0,apr,435.0,1.0,-1.0,0.0,unknown,yes
35.0,technician,married,secondary,no,2779.0,no,no,cellular,22.0,oct,118.0,2.0,-1.0,0.0,unknown,yes
24.0,services,single,secondary,no,638.0,yes,yes,cellular,7.0,may,792.0,3.0,-1.0,0.0,unknown,yes
24.0,blue-collar,single,secondary,no,833.0,yes,no,cellular,15.0,may,956.0,1.0,-1.0,0.0,unknown,yes
28.0,admin.,single,secondary,no,4745.0,no,no,telephone,12.0,may,360.0,1.0,181.0,5.0,success,yes
53.0,management,married,secondary,no,2693.0,no,no,cellular,5.0,mar,90.0,1.0,104.0,1.0,failure,yes
45.0,management,married,tertiary,no,160.0,no,no,cellular,10.0,nov,182.0,2.0,194.0,1.0,success,yes
33.0,services,married,secondary,no,1697.0,no,no,cellular,3.0,nov,179.0,1.0,-1.0,0.0,unknown,yes
51.0,management,married,tertiary,no,0.0,no,no,unknown,7.0,jun,302.0,1.0,-1.0,0.0,unknown,yes
32.0,technician,single,tertiary,no,-770.0,yes,no,cellular,18.0,may,618.0,1.0,-1.0,0.0,unknown,yes
65.0,retired,married,secondary,no,20806.0,no,no,telephone,8.0,apr,523.0,2.0,-1.0,0.0,unknown,yes
32.0,blue-collar,married,primary,no,3136.0,yes,no,cellular,19.0,nov,820.0,1.0,-1.0,0.0,unknown,yes
67.0,retired,married,primary,no,1430.0,no,no,cellular,11.0,jan,499.0,2.0,91.0,3.0,failure,yes
53.0,technician,married,secondary,no,6831.0,no,no,cellular,13.0,may,1130.0,2.0,-1.0,0.0,unknown,yes
41.0,blue-collar,divorced,primary,no,664.0,no,yes,cellular,15.0,jul,955.0,5.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,secondary,no,49.0,no,no,cellular,30.0,jan,808.0,2.0,-1.0,0.0,unknown,yes
37.0,blue-collar,married,secondary,no,604.0,yes,no,cellular,7.0,oct,371.0,1.0,495.0,1.0,failure,yes
27.0,technician,single,tertiary,no,931.0,yes,no,cellular,4.0,feb,1078.0,1.0,-1.0,0.0,unknown,yes
77.0,retired,married,tertiary,no,699.0,no,no,cellular,13.0,aug,425.0,2.0,-1.0,0.0,unknown,yes
32.0,admin.,single,secondary,no,212.0,no,no,cellular,7.0,jul,830.0,5.0,-1.0,0.0,unknown,yes
25.0,management,single,tertiary,no,362.0,no,no,cellular,3.0,jun,617.0,2.0,-1.0,0.0,unknown,yes
32.0,management,single,tertiary,no,2667.0,yes,no,cellular,12.0,aug,971.0,2.0,-1.0,0.0,unknown,yes
43.0,technician,married,secondary,no,-754.0,yes,yes,cellular,9.0,jul,727.0,3.0,-1.0,0.0,unknown,yes
30.0,services,married,secondary,no,517.0,no,no,cellular,11.0,dec,141.0,2.0,-1.0,0.0,unknown,yes
59.0,management,divorced,tertiary,no,258.0,yes,no,telephone,29.0,oct,266.0,1.0,-1.0,0.0,unknown,yes
61.0,retired,married,tertiary,no,3140.0,yes,yes,cellular,6.0,aug,975.0,4.0,98.0,1.0,unknown,yes
32.0,self-employed,single,tertiary,no,658.0,yes,no,cellular,27.0,mar,283.0,1.0,-1.0,0.0,unknown,yes
37.0,management,married,tertiary,no,255.0,no,no,cellular,24.0,feb,562.0,2.0,183.0,10.0,success,yes
51.0,self-employed,married,tertiary,no,5350.0,yes,yes,cellular,31.0,jul,612.0,4.0,-1.0,0.0,unknown,yes
55.0,management,divorced,tertiary,no,9756.0,yes,no,cellular,5.0,jun,103.0,2.0,95.0,1.0,other,yes
38.0,management,single,tertiary,no,3646.0,yes,no,cellular,12.0,may,1710.0,2.0,286.0,1.0,other,yes
47.0,admin.,married,secondary,no,368.0,no,no,cellular,21.0,may,403.0,1.0,87.0,6.0,success,yes
59.0,services,divorced,secondary,no,1.0,yes,no,cellular,28.0,jan,602.0,1.0,253.0,5.0,other,yes
51.0,retired,married,secondary,no,1435.0,no,no,unknown,11.0,jun,587.0,1.0,-1.0,0.0,unknown,yes
25.0,admin.,single,secondary,no,122.0,yes,no,cellular,7.0,may,481.0,2.0,-1.0,0.0,unknown,yes
67.0,retired,divorced,primary,no,2027.0,no,no,cellular,15.0,mar,161.0,2.0,-1.0,0.0,unknown,yes
58.0,entrepreneur,married,secondary,no,496.0,no,no,cellular,22.0,apr,132.0,1.0,-1.0,0.0,unknown,yes
52.0,management,single,tertiary,no,83.0,no,no,cellular,26.0,aug,1223.0,6.0,-1.0,0.0,unknown,yes
54.0,technician,single,tertiary,no,467.0,yes,no,cellular,18.0,jul,674.0,3.0,-1.0,0.0,unknown,yes
27.0,technician,single,secondary,yes,0.0,no,yes,cellular,8.0,jul,732.0,1.0,-1.0,0.0,unknown,yes
41.0,services,married,secondary,no,471.0,yes,no,cellular,13.0,may,954.0,2.0,293.0,4.0,success,yes
72.0,retired,married,secondary,no,5715.0,no,no,cellular,17.0,may,1114.0,1.0,181.0,2.0,success,yes
24.0,blue-collar,married,secondary,no,-389.0,yes,yes,unknown,4.0,jun,1242.0,1.0,-1.0,0.0,unknown,yes
36.0,admin.,single,tertiary,no,364.0,no,yes,cellular,31.0,aug,185.0,1.0,123.0,1.0,failure,yes
39.0,services,married,secondary,no,25.0,yes,yes,cellular,12.0,may,658.0,1.0,351.0,3.0,failure,yes
55.0,technician,divorced,secondary,no,3450.0,no,no,cellular,10.0,feb,169.0,1.0,183.0,1.0,failure,yes
35.0,admin.,married,secondary,no,2374.0,yes,no,cellular,11.0,aug,765.0,2.0,183.0,5.0,success,yes
29.0,blue-collar,single,tertiary,no,455.0,no,no,telephone,27.0,may,214.0,2.0,36.0,1.0,success,yes
59.0,services,single,secondary,no,739.0,no,no,cellular,14.0,jan,408.0,1.0,-1.0,0.0,unknown,yes
33.0,management,married,secondary,no,336.0,no,no,cellular,15.0,apr,179.0,3.0,-1.0,0.0,unknown,yes
30.0,services,divorced,secondary,no,436.0,yes,no,cellular,17.0,jun,1720.0,1.0,-1.0,0.0,unknown,yes
30.0,management,single,tertiary,no,536.0,no,no,cellular,2.0,jul,309.0,1.0,-1.0,0.0,unknown,yes
39.0,management,single,tertiary,no,0.0,yes,no,cellular,18.0,feb,224.0,3.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,unknown,no,1181.0,yes,no,cellular,4.0,feb,718.0,2.0,189.0,2.0,success,yes
29.0,management,single,tertiary,no,265.0,no,no,cellular,22.0,may,491.0,1.0,-1.0,0.0,unknown,yes
24.0,unemployed,single,secondary,no,2573.0,no,no,cellular,24.0,may,375.0,2.0,-1.0,0.0,unknown,yes
31.0,blue-collar,married,primary,no,-537.0,yes,yes,cellular,21.0,jul,1039.0,7.0,-1.0,0.0,unknown,yes
62.0,management,married,secondary,no,1128.0,no,no,cellular,2.0,sep,236.0,1.0,290.0,3.0,other,yes
33.0,admin.,married,unknown,no,2780.0,no,no,cellular,19.0,nov,485.0,1.0,-1.0,0.0,unknown,yes
67.0,management,married,tertiary,no,405.0,no,no,cellular,10.0,nov,344.0,2.0,95.0,2.0,success,yes
44.0,self-employed,married,secondary,no,706.0,no,no,unknown,5.0,nov,204.0,1.0,-1.0,0.0,unknown,yes
79.0,retired,married,secondary,no,2661.0,no,no,cellular,10.0,nov,254.0,5.0,-1.0,0.0,unknown,yes
30.0,technician,single,secondary,no,2734.0,no,no,cellular,21.0,nov,459.0,3.0,-1.0,0.0,unknown,yes
38.0,housemaid,married,primary,no,196.0,no,no,cellular,30.0,apr,574.0,1.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,533.0,no,no,telephone,12.0,may,372.0,1.0,90.0,10.0,success,yes
38.0,technician,married,secondary,no,6728.0,no,no,cellular,21.0,aug,252.0,4.0,-1.0,0.0,unknown,yes
36.0,services,single,secondary,no,1227.0,yes,yes,cellular,4.0,may,775.0,5.0,341.0,3.0,failure,yes
34.0,technician,married,tertiary,no,197.0,no,no,cellular,20.0,aug,78.0,3.0,-1.0,0.0,unknown,yes
27.0,management,single,primary,yes,13.0,no,no,cellular,30.0,jan,475.0,3.0,-1.0,0.0,unknown,yes
32.0,admin.,married,tertiary,no,284.0,yes,no,cellular,29.0,apr,717.0,3.0,-1.0,0.0,unknown,yes
37.0,management,single,tertiary,no,33.0,yes,no,cellular,12.0,mar,186.0,1.0,-1.0,0.0,unknown,yes
56.0,management,married,tertiary,no,2333.0,no,no,cellular,4.0,may,244.0,1.0,-1.0,0.0,unknown,yes
28.0,blue-collar,single,secondary,no,1705.0,no,no,cellular,17.0,dec,412.0,2.0,-1.0,0.0,unknown,yes
49.0,blue-collar,married,secondary,no,2039.0,yes,no,cellular,6.0,may,451.0,1.0,169.0,2.0,failure,yes
23.0,student,single,secondary,no,381.0,no,no,cellular,23.0,feb,696.0,1.0,189.0,2.0,other,yes
56.0,retired,married,secondary,no,3738.0,yes,no,cellular,17.0,apr,156.0,1.0,305.0,6.0,other,yes
54.0,blue-collar,divorced,primary,no,4401.0,no,no,telephone,13.0,may,414.0,1.0,183.0,2.0,success,yes
59.0,management,married,tertiary,no,553.0,yes,no,cellular,7.0,jul,1272.0,3.0,-1.0,0.0,unknown,yes
51.0,retired,married,primary,no,67.0,no,no,unknown,18.0,jun,835.0,1.0,-1.0,0.0,unknown,yes
31.0,unemployed,married,tertiary,no,330.0,no,no,cellular,13.0,jul,309.0,1.0,181.0,3.0,success,yes
62.0,management,divorced,tertiary,no,5943.0,no,no,telephone,17.0,feb,196.0,4.0,-1.0,0.0,unknown,yes
38.0,technician,single,tertiary,no,25.0,yes,no,cellular,1.0,jun,232.0,2.0,-1.0,0.0,unknown,yes
43.0,technician,divorced,unknown,no,4389.0,no,no,cellular,8.0,apr,618.0,1.0,-1.0,0.0,unknown,yes
45.0,admin.,divorced,secondary,no,0.0,no,no,cellular,29.0,oct,264.0,1.0,-1.0,0.0,unknown,yes
78.0,retired,divorced,primary,no,1389.0,no,no,cellular,8.0,apr,335.0,1.0,-1.0,0.0,unknown,yes
69.0,retired,divorced,tertiary,no,247.0,no,no,cellular,22.0,apr,138.0,2.0,-1.0,0.0,unknown,yes
48.0,entrepreneur,married,secondary,no,0.0,no,yes,cellular,28.0,jul,431.0,2.0,-1.0,0.0,unknown,yes
31.0,admin.,single,secondary,no,131.0,yes,no,cellular,15.0,jun,151.0,1.0,-1.0,0.0,unknown,yes
57.0,retired,single,primary,no,604.0,no,no,cellular,19.0,nov,187.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,divorced,secondary,no,0.0,yes,no,cellular,17.0,nov,102.0,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,secondary,no,238.0,yes,yes,cellular,2.0,jun,118.0,2.0,81.0,1.0,success,no
34.0,admin.,single,secondary,no,673.0,yes,no,cellular,29.0,jan,89.0,1.0,260.0,2.0,failure,no
37.0,entrepreneur,married,tertiary,no,7944.0,no,no,cellular,21.0,nov,102.0,1.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,3696.0,no,no,unknown,21.0,may,315.0,3.0,-1.0,0.0,unknown,no
35.0,self-employed,married,secondary,no,347.0,no,no,unknown,20.0,jun,231.0,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,primary,no,-199.0,yes,yes,telephone,12.0,may,149.0,5.0,299.0,10.0,failure,no
54.0,technician,married,tertiary,yes,337.0,yes,no,unknown,28.0,may,302.0,2.0,-1.0,0.0,unknown,no
52.0,unemployed,married,secondary,no,5091.0,no,no,cellular,26.0,may,309.0,1.0,-1.0,0.0,unknown,no
29.0,self-employed,single,secondary,no,970.0,yes,no,cellular,13.0,may,240.0,1.0,-1.0,0.0,unknown,no
34.0,services,single,secondary,no,258.0,yes,no,unknown,4.0,jun,131.0,2.0,-1.0,0.0,unknown,no
66.0,housemaid,married,secondary,no,1929.0,no,no,cellular,2.0,feb,169.0,1.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,2362.0,yes,no,cellular,26.0,aug,271.0,4.0,-1.0,0.0,unknown,no
60.0,retired,married,secondary,no,8121.0,yes,yes,cellular,18.0,aug,98.0,7.0,-1.0,0.0,unknown,no
55.0,management,divorced,tertiary,no,608.0,yes,no,cellular,7.0,may,161.0,2.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,primary,no,117.0,no,yes,cellular,24.0,jul,164.0,2.0,-1.0,0.0,unknown,no
29.0,services,married,secondary,no,363.0,yes,no,cellular,15.0,may,164.0,1.0,-1.0,0.0,unknown,no
43.0,services,divorced,secondary,no,130.0,yes,no,unknown,8.0,may,193.0,1.0,-1.0,0.0,unknown,no
57.0,services,divorced,primary,no,2225.0,yes,no,cellular,18.0,may,8.0,4.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,primary,no,-105.0,yes,yes,telephone,31.0,jul,454.0,19.0,-1.0,0.0,unknown,no
67.0,unknown,married,tertiary,no,7687.0,no,no,telephone,30.0,oct,70.0,3.0,-1.0,0.0,unknown,no
45.0,services,married,secondary,no,222.0,no,no,cellular,25.0,aug,119.0,11.0,-1.0,0.0,unknown,no
47.0,technician,single,secondary,no,736.0,no,no,cellular,29.0,jul,212.0,2.0,-1.0,0.0,unknown,no
31.0,self-employed,single,tertiary,no,84.0,no,no,cellular,6.0,aug,157.0,4.0,-1.0,0.0,unknown,no
52.0,blue-collar,divorced,primary,no,196.0,yes,no,unknown,7.0,may,119.0,3.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,2123.0,no,no,cellular,8.0,aug,130.0,2.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,secondary,no,-482.0,yes,no,unknown,27.0,may,472.0,1.0,-1.0,0.0,unknown,no
48.0,management,divorced,tertiary,no,700.0,yes,no,cellular,29.0,aug,488.0,2.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,primary,no,1388.0,no,no,cellular,7.0,aug,139.0,4.0,-1.0,0.0,unknown,no
59.0,entrepreneur,married,primary,no,222.0,no,no,cellular,18.0,nov,97.0,1.0,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,592.0,yes,yes,unknown,27.0,may,174.0,1.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,0.0,no,no,cellular,14.0,aug,95.0,2.0,-1.0,0.0,unknown,no
56.0,self-employed,married,tertiary,no,411.0,no,no,unknown,19.0,jun,145.0,4.0,-1.0,0.0,unknown,no
41.0,blue-collar,divorced,secondary,no,-104.0,yes,no,unknown,16.0,may,32.0,3.0,-1.0,0.0,unknown,no
52.0,technician,married,secondary,no,475.0,yes,no,cellular,28.0,jul,121.0,3.0,-1.0,0.0,unknown,no
35.0,admin.,single,secondary,no,181.0,yes,no,cellular,18.0,may,217.0,4.0,301.0,1.0,failure,no
41.0,management,married,tertiary,no,653.0,yes,no,telephone,17.0,nov,60.0,2.0,-1.0,0.0,unknown,no
39.0,management,married,tertiary,no,0.0,yes,no,unknown,2.0,jun,46.0,2.0,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,0.0,yes,yes,cellular,19.0,aug,263.0,1.0,84.0,1.0,other,no
46.0,blue-collar,married,secondary,no,942.0,no,no,cellular,18.0,nov,240.0,3.0,119.0,2.0,failure,no
43.0,technician,divorced,primary,no,13.0,no,yes,cellular,9.0,jul,977.0,4.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,200.0,no,no,cellular,6.0,aug,315.0,2.0,-1.0,0.0,unknown,no
56.0,unemployed,married,secondary,no,660.0,yes,no,unknown,6.0,jun,72.0,3.0,-1.0,0.0,unknown,no
35.0,entrepreneur,married,secondary,no,1309.0,yes,no,cellular,18.0,nov,73.0,3.0,-1.0,0.0,unknown,no
58.0,self-employed,married,tertiary,no,-364.0,yes,no,unknown,5.0,may,355.0,1.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,-616.0,yes,yes,unknown,27.0,may,320.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,single,secondary,no,2596.0,no,no,unknown,18.0,jun,60.0,6.0,-1.0,0.0,unknown,no
49.0,entrepreneur,single,secondary,no,5802.0,no,no,cellular,12.0,aug,175.0,3.0,104.0,2.0,success,no
47.0,technician,married,secondary,no,568.0,yes,no,telephone,14.0,jul,256.0,2.0,-1.0,0.0,unknown,no
61.0,retired,married,primary,no,296.0,yes,yes,unknown,3.0,jun,323.0,2.0,-1.0,0.0,unknown,no
45.0,services,married,secondary,no,561.0,yes,no,unknown,29.0,may,340.0,7.0,-1.0,0.0,unknown,no
53.0,management,divorced,tertiary,no,2894.0,yes,no,cellular,5.0,may,163.0,1.0,-1.0,0.0,unknown,no
31.0,management,married,tertiary,no,2344.0,yes,no,cellular,14.0,aug,221.0,6.0,-1.0,0.0,unknown,no
55.0,management,married,tertiary,no,171.0,yes,no,cellular,8.0,aug,73.0,6.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,1838.0,yes,yes,cellular,13.0,aug,221.0,8.0,-1.0,0.0,unknown,no
45.0,admin.,married,secondary,no,1097.0,yes,yes,cellular,2.0,feb,174.0,1.0,208.0,1.0,failure,no
45.0,unemployed,married,tertiary,no,1148.0,no,no,cellular,19.0,nov,782.0,2.0,-1.0,0.0,unknown,no
32.0,technician,single,tertiary,no,3818.0,no,no,cellular,18.0,aug,100.0,4.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,934.0,yes,no,unknown,4.0,jun,244.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,-637.0,yes,yes,cellular,19.0,nov,233.0,2.0,-1.0,0.0,unknown,no
27.0,housemaid,married,secondary,yes,65.0,yes,yes,cellular,17.0,jul,59.0,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,primary,no,907.0,no,no,cellular,18.0,aug,230.0,8.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,100.0,yes,no,unknown,29.0,may,218.0,2.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,primary,no,686.0,yes,no,cellular,21.0,nov,888.0,3.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,3.0,yes,yes,cellular,6.0,feb,217.0,1.0,-1.0,0.0,unknown,no
62.0,retired,married,tertiary,no,4692.0,yes,no,cellular,15.0,oct,73.0,1.0,-1.0,0.0,unknown,no
42.0,technician,married,secondary,yes,-197.0,yes,no,cellular,6.0,aug,66.0,7.0,-1.0,0.0,unknown,no
38.0,management,divorced,tertiary,no,4335.0,yes,no,cellular,20.0,nov,640.0,1.0,-1.0,0.0,unknown,no
36.0,technician,single,secondary,no,664.0,no,no,cellular,22.0,aug,309.0,3.0,-1.0,0.0,unknown,no
