marital,education,balance,housing,loan,duration,campaign,previous,poutcome,deposit
married,tertiary,406.0,no,no,314.0,1.0,0.0,unknown,yes
married,secondary,0.0,yes,no,331.0,1.0,4.0,failure,yes
single,tertiary,655.0,no,no,384.0,2.0,0.0,unknown,yes
divorced,secondary,514.0,no,no,263.0,1.0,9.0,unknown,yes
married,tertiary,11766.0,yes,no,218.0,2.0,9.0,failure,yes
married,secondary,0.0,no,yes,1424.0,4.0,0.0,unknown,yes
married,secondary,2892.0,no,no,407.0,1.0,1.0,success,yes
single,secondary,762.0,no,no,115.0,3.0,0.0,unknown,yes
divorced,tertiary,2037.0,no,no,209.0,2.0,1.0,failure,yes
single,tertiary,255.0,no,yes,802.0,4.0,0.0,unknown,yes
married,secondary,1536.0,no,no,289.0,2.0,0.0,unknown,yes
divorced,tertiary,0.0,no,no,237.0,1.0,0.0,unknown,yes
single,secondary,2.0,yes,yes,554.0,2.0,1.0,failure,yes
married,tertiary,1435.0,yes,no,1148.0,1.0,0.0,unknown,yes
married,secondary,2971.0,no,no,247.0,1.0,8.0,failure,yes
married,primary,440.0,no,no,495.0,1.0,0.0,unknown,yes
married,tertiary,3301.0,yes,no,164.0,5.0,6.0,success,yes
married,primary,2321.0,no,no,221.0,2.0,12.0,failure,yes
single,secondary,213.0,no,no,378.0,1.0,0.0,unknown,yes
divorced,secondary,0.0,no,no,362.0,1.0,3.0,success,yes
single,unknown,108.0,no,no,168.0,1.0,2.0,success,yes
married,secondary,920.0,no,no,344.0,1.0,0.0,unknown,yes
married,secondary,1031.0,no,no,282.0,4.0,0.0,unknown,yes
single,tertiary,294.0,no,no,87.0,1.0,2.0,success,yes
divorced,secondary,527.0,no,yes,181.0,1.0,1.0,success,yes
single,tertiary,1030.0,no,no,396.0,2.0,0.0,unknown,yes
single,tertiary,2503.0,no,no,426.0,1.0,0.0,unknown,yes
married,unknown,1547.0,no,no,1186.0,4.0,0.0,unknown,yes
married,tertiary,1.0,yes,no,210.0,1.0,0.0,unknown,yes
married,secondary,1167.0,yes,no,1540.0,2.0,0.0,unknown,yes
married,tertiary,523.0,yes,no,152.0,2.0,0.0,unknown,yes
divorced,primary,-207.0,no,no,878.0,2.0,0.0,unknown,yes
single,tertiary,3283.0,no,no,623.0,2.0,2.0,success,yes
married,secondary,1147.0,yes,no,720.0,1.0,0.0,unknown,yes
single,tertiary,1170.0,no,no,453.0,1.0,0.0,unknown,yes
single,secondary,4642.0,yes,no,528.0,1.0,0.0,unknown,yes
married,tertiary,2666.0,no,no,318.0,2.0,6.0,success,yes
married,tertiary,792.0,no,no,763.0,14.0,0.0,unknown,yes
single,primary,127.0,yes,no,1059.0,2.0,0.0,unknown,yes
divorced,secondary,0.0,no,no,412.0,2.0,0.0,unknown,yes
married,secondary,0.0,no,no,318.0,1.0,0.0,unknown,yes
single,tertiary,121.0,yes,no,1500.0,2.0,0.0,unknown,yes
single,secondary,618.0,no,no,193.0,1.0,0.0,unknown,yes
married,secondary,2495.0,yes,no,924.0,1.0,0.0,unknown,yes
married,secondary,569.0,no,no,94.0,5.0,1.0,success,yes
married,tertiary,473.0,no,no,1109.0,1.0,1.0,success,yes
married,tertiary,474.0,no,no,415.0,5.0,3.0,unknown,yes
divorced,tertiary,0.0,no,no,227.0,2.0,0.0,unknown,yes
married,secondary,1796.0,no,no,476.0,1.0,1.0,failure,yes
single,tertiary,520.0,no,no,443.0,2.0,0.0,unknown,yes
married,primary,118.0,no,no,906.0,1.0,0.0,unknown,yes
single,secondary,3239.0,no,no,817.0,2.0,0.0,unknown,yes
married,secondary,23.0,no,no,857.0,3.0,0.0,unknown,yes
married,tertiary,40.0,no,no,1265.0,3.0,0.0,unknown,yes
married,tertiary,226.0,yes,no,177.0,6.0,10.0,success,yes
single,tertiary,939.0,yes,no,740.0,1.0,0.0,unknown,yes
single,secondary,-20.0,no,yes,574.0,1.0,0.0,unknown,yes
married,secondary,940.0,yes,yes,382.0,1.0,0.0,unknown,yes
married,primary,5.0,no,no,533.0,1.0,1.0,success,yes
married,secondary,447.0,no,no,327.0,3.0,3.0,success,yes
divorced,tertiary,126.0,no,no,166.0,2.0,0.0,unknown,yes
single,secondary,4718.0,no,no,709.0,1.0,0.0,unknown,yes
single,secondary,843.0,no,no,187.0,1.0,0.0,unknown,yes
married,primary,656.0,yes,no,894.0,1.0,0.0,unknown,yes
single,secondary,91.0,no,no,213.0,1.0,1.0,success,yes
single,tertiary,2984.0,yes,no,935.0,1.0,0.0,unknown,yes
married,primary,870.0,no,no,257.0,1.0,0.0,unknown,yes
single,tertiary,7608.0,no,no,238.0,4.0,0.0,unknown,yes
married,secondary,5115.0,yes,no,318.0,1.0,7.0,success,yes
married,secondary,247.0,no,no,401.0,2.0,0.0,unknown,yes
married,secondary,154.0,yes,no,1138.0,1.0,0.0,unknown,yes
married,tertiary,1731.0,no,no,361.0,4.0,0.0,unknown,yes
married,tertiary,3634.0,no,no,341.0,8.0,0.0,unknown,yes
divorced,secondary,19.0,yes,no,1130.0,3.0,2.0,success,yes
single,tertiary,1129.0,yes,no,806.0,1.0,0.0,unknown,yes
divorced,secondary,0.0,yes,no,576.0,1.0,4.0,success,yes
single,secondary,12264.0,no,no,158.0,2.0,0.0,unknown,yes
married,secondary,478.0,no,no,475.0,2.0,0.0,unknown,yes
single,tertiary,2081.0,no,no,554.0,3.0,0.0,unknown,yes
married,secondary,965.0,no,no,336.0,10.0,0.0,unknown,yes
married,secondary,332.0,yes,no,772.0,1.0,0.0,unknown,yes
married,primary,1163.0,no,no,470.0,8.0,0.0,unknown,yes
married,secondary,1960.0,yes,no,605.0,6.0,0.0,unknown,yes
divorced,secondary,294.0,yes,no,763.0,1.0,0.0,unknown,yes
married,secondary,188.0,yes,yes,1865.0,2.0,0.0,unknown,yes
married,tertiary,254.0,no,no,303.0,2.0,0.0,unknown,yes
single,secondary,1377.0,yes,no,688.0,2.0,0.0,unknown,yes
married,secondary,523.0,no,no,192.0,3.0,0.0,unknown,yes
married,tertiary,600.0,no,no,290.0,15.0,0.0,unknown,yes
married,tertiary,387.0,yes,no,1024.0,3.0,3.0,failure,yes
married,secondary,849.0,yes,no,3102.0,3.0,0.0,unknown,yes
divorced,primary,1317.0,yes,no,543.0,1.0,4.0,unknown,yes
married,secondary,273.0,no,no,565.0,2.0,0.0,unknown,yes
married,tertiary,0.0,yes,no,300.0,1.0,1.0,success,yes
divorced,primary,2538.0,yes,no,680.0,2.0,6.0,failure,yes
married,secondary,133.0,no,no,401.0,2.0,5.0,success,yes
single,tertiary,146.0,no,no,380.0,1.0,3.0,success,yes
single,unknown,11115.0,no,no,328.0,1.0,0.0,unknown,yes
single,secondary,486.0,no,no,1181.0,1.0,0.0,unknown,yes
single,tertiary,159.0,no,no,220.0,3.0,3.0,unknown,yes
married,unknown,1201.0,no,no,537.0,1.0,0.0,unknown,yes
married,primary,2590.0,no,no,212.0,3.0,12.0,failure,yes
married,unknown,800.0,no,no,737.0,1.0,0.0,unknown,yes
divorced,secondary,0.0,yes,no,158.0,1.0,0.0,unknown,yes
married,tertiary,385.0,yes,no,154.0,1.0,0.0,unknown,yes
married,tertiary,238.0,no,no,185.0,1.0,1.0,success,yes
married,tertiary,238.0,no,no,139.0,1.0,3.0,failure,yes
married,tertiary,1812.0,no,no,461.0,1.0,0.0,unknown,yes
married,tertiary,413.0,no,no,252.0,2.0,3.0,success,yes
married,secondary,152.0,yes,yes,831.0,1.0,0.0,unknown,yes
married,primary,1031.0,yes,no,751.0,3.0,0.0,unknown,yes
single,tertiary,3143.0,no,no,421.0,2.0,0.0,unknown,yes
married,tertiary,613.0,no,no,239.0,1.0,0.0,unknown,yes
single,secondary,168.0,no,no,387.0,1.0,1.0,unknown,yes
married,tertiary,1331.0,no,no,297.0,1.0,3.0,success,yes
married,tertiary,2611.0,no,no,194.0,2.0,0.0,unknown,yes
single,tertiary,985.0,yes,no,997.0,1.0,2.0,failure,yes
divorced,secondary,367.0,no,no,318.0,2.0,0.0,unknown,yes
single,tertiary,302.0,no,no,528.0,3.0,0.0,unknown,yes
married,secondary,47.0,yes,no,288.0,5.0,0.0,unknown,yes
married,secondary,1946.0,no,no,486.0,1.0,0.0,unknown,yes
married,secondary,2266.0,no,no,447.0,1.0,5.0,failure,yes
single,tertiary,3544.0,yes,no,380.0,1.0,0.0,unknown,yes
single,secondary,76.0,yes,no,1141.0,4.0,0.0,unknown,yes
single,unknown,6013.0,yes,no,612.0,1.0,0.0,unknown,yes
single,tertiary,19.0,no,no,149.0,1.0,0.0,unknown,yes
single,primary,232.0,yes,no,701.0,2.0,0.0,unknown,yes
single,tertiary,993.0,no,no,115.0,3.0,1.0,unknown,yes
single,secondary,535.0,no,no,159.0,1.0,3.0,success,yes
married,tertiary,127.0,no,no,117.0,1.0,0.0,unknown,yes
married,tertiary,1528.0,no,no,134.0,2.0,1.0,success,yes
married,secondary,324.0,yes,yes,830.0,1.0,0.0,unknown,yes
divorced,tertiary,1639.0,no,no,349.0,1.0,0.0,unknown,yes
married,secondary,0.0,yes,no,177.0,2.0,0.0,unknown,yes
married,secondary,-370.0,yes,no,261.0,1.0,1.0,failure,yes
single,tertiary,11862.0,no,no,285.0,2.0,7.0,success,yes
married,tertiary,323.0,no,no,261.0,2.0,0.0,unknown,yes
married,secondary,3940.0,yes,no,226.0,3.0,2.0,failure,yes
divorced,tertiary,8897.0,yes,no,865.0,2.0,0.0,unknown,yes
single,secondary,2002.0,no,no,146.0,1.0,0.0,unknown,yes
married,primary,2946.0,yes,no,467.0,1.0,0.0,unknown,yes
married,tertiary,4216.0,no,no,150.0,2.0,2.0,success,yes
married,primary,0.0,yes,no,445.0,2.0,3.0,failure,yes
married,tertiary,23076.0,no,no,243.0,2.0,6.0,unknown,yes
married,primary,7459.0,yes,no,981.0,5.0,2.0,failure,yes
married,primary,5.0,yes,no,1007.0,2.0,0.0,unknown,yes
single,secondary,4147.0,no,no,211.0,3.0,0.0,unknown,yes
single,tertiary,0.0,no,yes,261.0,4.0,0.0,unknown,yes
single,secondary,131.0,yes,no,522.0,1.0,2.0,success,yes
married,secondary,231.0,no,no,1075.0,1.0,1.0,failure,yes
single,tertiary,720.0,no,no,1265.0,4.0,4.0,unknown,yes
single,secondary,598.0,no,no,406.0,1.0,1.0,failure,yes
married,secondary,1819.0,no,no,397.0,1.0,3.0,failure,yes
married,secondary,587.0,no,no,457.0,2.0,2.0,success,yes
married,secondary,1495.0,no,no,896.0,1.0,2.0,success,yes
single,tertiary,442.0,no,no,474.0,3.0,3.0,unknown,yes
married,tertiary,271.0,yes,no,182.0,2.0,2.0,success,yes
married,primary,29340.0,no,no,257.0,1.0,2.0,unknown,yes
married,tertiary,1014.0,no,yes,240.0,1.0,2.0,failure,yes
married,tertiary,2366.0,no,no,816.0,2.0,1.0,unknown,yes
single,primary,26965.0,no,no,654.0,2.0,0.0,unknown,yes
single,tertiary,1411.0,no,no,800.0,2.0,3.0,failure,yes
divorced,tertiary,4736.0,yes,no,285.0,2.0,0.0,unknown,yes
married,unknown,2540.0,no,no,279.0,3.0,9.0,success,yes
single,secondary,403.0,yes,no,1262.0,3.0,0.0,unknown,yes
single,secondary,423.0,yes,no,498.0,1.0,0.0,unknown,yes
married,tertiary,131.0,no,no,332.0,2.0,0.0,unknown,yes
single,tertiary,4041.0,no,no,1034.0,2.0,0.0,unknown,yes
married,tertiary,273.0,yes,no,803.0,1.0,0.0,unknown,yes
married,primary,101.0,yes,no,460.0,5.0,0.0,unknown,yes
married,secondary,0.0,no,yes,533.0,3.0,0.0,unknown,yes
single,secondary,2544.0,no,no,252.0,1.0,3.0,success,yes
married,tertiary,1699.0,no,no,178.0,2.0,1.0,success,yes
married,secondary,2689.0,yes,no,135.0,1.0,0.0,unknown,yes
married,tertiary,3160.0,yes,no,688.0,2.0,0.0,unknown,yes
married,secondary,388.0,no,no,203.0,2.0,0.0,unknown,yes
single,secondary,69.0,no,no,532.0,2.0,0.0,unknown,yes
single,tertiary,2658.0,yes,no,768.0,2.0,3.0,failure,yes
single,secondary,-366.0,yes,no,516.0,1.0,0.0,unknown,yes
married,secondary,466.0,yes,no,526.0,1.0,0.0,unknown,yes
single,tertiary,64.0,no,no,598.0,4.0,5.0,failure,yes
married,secondary,580.0,yes,yes,1311.0,2.0,0.0,unknown,yes
single,secondary,3317.0,no,yes,640.0,7.0,0.0,unknown,yes
married,secondary,955.0,no,yes,221.0,3.0,0.0,unknown,yes
single,tertiary,7441.0,no,no,1461.0,6.0,0.0,unknown,yes
married,tertiary,377.0,yes,no,835.0,3.0,0.0,unknown,yes
single,tertiary,994.0,no,no,211.0,1.0,6.0,success,yes
married,secondary,1766.0,no,yes,166.0,2.0,0.0,unknown,yes
married,secondary,-236.0,yes,no,745.0,7.0,0.0,unknown,yes
married,secondary,774.0,no,no,997.0,1.0,0.0,unknown,yes
married,secondary,659.0,yes,no,1127.0,11.0,0.0,unknown,yes
married,secondary,1405.0,no,yes,753.0,2.0,0.0,unknown,yes
married,secondary,290.0,yes,no,1352.0,2.0,0.0,unknown,yes
single,secondary,595.0,yes,no,406.0,2.0,0.0,unknown,yes
single,secondary,4613.0,no,no,663.0,3.0,2.0,unknown,yes
married,secondary,0.0,yes,no,344.0,1.0,0.0,unknown,yes
divorced,secondary,2204.0,no,no,261.0,1.0,1.0,failure,yes
married,tertiary,576.0,no,no,447.0,2.0,1.0,success,yes
single,tertiary,3840.0,yes,no,232.0,2.0,2.0,success,yes
married,secondary,1358.0,no,no,159.0,3.0,0.0,unknown,yes
single,tertiary,5169.0,yes,no,397.0,1.0,2.0,failure,yes
married,secondary,0.0,yes,no,97.0,1.0,1.0,unknown,yes
single,tertiary,533.0,no,no,144.0,1.0,9.0,success,yes
single,tertiary,1788.0,no,no,353.0,1.0,0.0,unknown,yes
divorced,tertiary,1070.0,yes,no,137.0,2.0,3.0,success,yes
single,tertiary,80.0,no,no,434.0,2.0,1.0,unknown,yes
single,secondary,1309.0,no,no,622.0,1.0,0.0,unknown,yes
married,tertiary,0.0,no,yes,204.0,4.0,1.0,success,yes
single,unknown,1534.0,yes,no,1041.0,2.0,0.0,unknown,yes
married,tertiary,535.0,no,no,150.0,2.0,0.0,unknown,yes
married,secondary,368.0,no,no,293.0,1.0,4.0,unknown,yes
single,tertiary,415.0,no,no,164.0,2.0,2.0,success,yes
married,secondary,3434.0,no,yes,148.0,2.0,1.0,success,yes
married,secondary,35.0,no,no,324.0,3.0,3.0,success,yes
married,secondary,2948.0,no,no,893.0,1.0,0.0,unknown,yes
married,tertiary,2473.0,no,no,607.0,2.0,0.0,unknown,yes
married,tertiary,1133.0,yes,no,293.0,1.0,2.0,unknown,yes
single,secondary,306.0,yes,no,774.0,4.0,0.0,unknown,yes
married,secondary,-382.0,no,no,644.0,12.0,0.0,unknown,yes
divorced,secondary,1224.0,yes,no,187.0,1.0,0.0,unknown,yes
single,tertiary,5359.0,no,no,119.0,1.0,1.0,success,yes
married,tertiary,2166.0,no,no,577.0,6.0,2.0,success,yes
married,tertiary,925.0,no,no,200.0,4.0,0.0,unknown,yes
married,tertiary,495.0,no,no,157.0,3.0,2.0,success,yes
married,secondary,2374.0,yes,no,161.0,1.0,2.0,failure,yes
single,secondary,1925.0,no,no,252.0,1.0,4.0,failure,yes
single,secondary,279.0,yes,no,843.0,1.0,1.0,failure,yes
married,unknown,842.0,yes,no,833.0,1.0,0.0,unknown,yes
single,tertiary,6748.0,no,no,1579.0,2.0,0.0,unknown,yes
married,tertiary,-242.0,yes,yes,600.0,4.0,4.0,unknown,yes
single,secondary,1711.0,no,no,234.0,1.0,0.0,unknown,yes
married,secondary,298.0,no,no,709.0,2.0,0.0,unknown,yes
married,secondary,335.0,no,no,891.0,2.0,7.0,failure,yes
married,secondary,1478.0,no,no,926.0,4.0,0.0,unknown,yes
married,secondary,390.0,no,no,440.0,1.0,1.0,failure,yes
single,secondary,1234.0,no,no,314.0,1.0,2.0,success,yes
single,tertiary,3704.0,no,no,238.0,4.0,0.0,unknown,yes
married,unknown,890.0,no,no,1329.0,2.0,0.0,unknown,yes
married,tertiary,3663.0,no,no,364.0,3.0,0.0,unknown,yes
single,secondary,119.0,yes,yes,985.0,1.0,0.0,unknown,yes
married,secondary,167.0,yes,no,255.0,1.0,0.0,unknown,yes
single,secondary,1022.0,yes,no,1410.0,2.0,0.0,unknown,yes
single,tertiary,305.0,no,no,227.0,2.0,0.0,unknown,yes
divorced,unknown,172.0,no,no,177.0,1.0,0.0,unknown,yes
married,tertiary,3047.0,no,no,317.0,1.0,5.0,unknown,yes
married,tertiary,616.0,no,no,225.0,1.0,1.0,success,yes
single,secondary,453.0,no,no,142.0,2.0,0.0,unknown,yes
single,secondary,526.0,no,no,523.0,1.0,2.0,unknown,yes
married,tertiary,169.0,no,no,698.0,2.0,0.0,unknown,yes
single,secondary,1347.0,no,no,824.0,1.0,11.0,success,yes
married,primary,378.0,yes,no,1240.0,1.0,0.0,unknown,yes
single,tertiary,2889.0,yes,no,494.0,1.0,0.0,unknown,yes
married,secondary,57.0,no,no,796.0,1.0,0.0,unknown,yes
married,tertiary,0.0,no,no,223.0,1.0,0.0,unknown,yes
married,tertiary,1293.0,no,no,140.0,2.0,0.0,unknown,yes
single,secondary,2085.0,no,no,501.0,2.0,0.0,unknown,yes
single,secondary,315.0,no,no,271.0,1.0,0.0,unknown,yes
married,secondary,1627.0,no,no,1323.0,9.0,0.0,unknown,yes
married,secondary,1853.0,no,no,234.0,1.0,1.0,success,yes
single,secondary,1429.0,yes,no,268.0,8.0,0.0,unknown,yes
married,tertiary,3951.0,no,no,134.0,1.0,1.0,success,yes
single,tertiary,780.0,no,no,272.0,3.0,0.0,unknown,yes
divorced,tertiary,674.0,yes,no,587.0,2.0,0.0,unknown,yes
married,secondary,218.0,yes,no,619.0,6.0,0.0,unknown,yes
married,primary,763.0,no,no,384.0,2.0,0.0,unknown,yes
married,secondary,4151.0,yes,yes,543.0,4.0,0.0,unknown,yes
divorced,primary,2787.0,no,no,372.0,1.0,0.0,unknown,yes
married,tertiary,26.0,no,yes,419.0,1.0,6.0,unknown,yes
single,secondary,153.0,no,no,100.0,1.0,0.0,unknown,yes
married,primary,362.0,no,yes,816.0,6.0,0.0,unknown,yes
married,secondary,1184.0,yes,no,1063.0,1.0,0.0,unknown,yes
married,secondary,6840.0,no,no,257.0,1.0,0.0,unknown,yes
single,secondary,3145.0,no,no,1141.0,1.0,1.0,unknown,yes
married,secondary,660.0,no,no,318.0,1.0,2.0,success,yes
married,tertiary,1311.0,yes,no,813.0,1.0,0.0,unknown,yes
single,secondary,215.0,no,no,325.0,1.0,5.0,success,yes
married,primary,3324.0,no,no,289.0,1.0,5.0,success,yes
single,tertiary,0.0,yes,no,824.0,1.0,0.0,unknown,yes
single,secondary,747.0,yes,no,543.0,2.0,0.0,unknown,yes
married,secondary,448.0,yes,yes,556.0,1.0,2.0,unknown,yes
single,tertiary,1246.0,yes,no,509.0,1.0,2.0,success,yes
married,tertiary,271.0,yes,no,801.0,2.0,0.0,unknown,yes
single,tertiary,1271.0,yes,no,636.0,3.0,1.0,failure,yes
married,secondary,962.0,yes,no,288.0,3.0,0.0,unknown,yes
single,tertiary,3054.0,no,no,384.0,1.0,6.0,unknown,yes
married,tertiary,0.0,no,no,373.0,3.0,0.0,unknown,yes
married,tertiary,346.0,no,no,134.0,2.0,3.0,failure,yes
divorced,primary,3550.0,no,no,1154.0,1.0,0.0,unknown,yes
single,tertiary,1379.0,no,no,189.0,1.0,1.0,failure,yes
married,tertiary,1093.0,yes,yes,243.0,2.0,2.0,success,yes
divorced,secondary,295.0,yes,no,94.0,2.0,0.0,unknown,yes
married,secondary,129.0,yes,no,1446.0,7.0,0.0,unknown,yes
married,tertiary,636.0,yes,no,352.0,4.0,0.0,unknown,yes
married,secondary,4101.0,yes,no,146.0,2.0,1.0,unknown,yes
married,tertiary,3352.0,yes,no,138.0,1.0,0.0,unknown,yes
single,tertiary,334.0,yes,no,600.0,2.0,12.0,success,yes
divorced,secondary,341.0,yes,no,478.0,1.0,0.0,unknown,yes
married,secondary,8491.0,yes,no,929.0,1.0,0.0,unknown,yes
married,secondary,227.0,yes,yes,477.0,2.0,0.0,unknown,yes
single,secondary,125.0,no,no,215.0,1.0,2.0,success,yes
married,secondary,3608.0,yes,no,231.0,1.0,0.0,unknown,yes
single,tertiary,2536.0,yes,no,958.0,6.0,0.0,unknown,yes
married,tertiary,4688.0,no,no,200.0,1.0,0.0,unknown,yes
single,secondary,0.0,no,no,209.0,20.0,0.0,unknown,yes
married,tertiary,1113.0,no,no,229.0,1.0,1.0,success,yes
single,secondary,1857.0,yes,no,295.0,4.0,6.0,success,yes
single,secondary,2892.0,no,no,527.0,3.0,0.0,unknown,yes
married,secondary,1076.0,no,no,152.0,1.0,6.0,success,yes
single,secondary,-930.0,yes,no,786.0,1.0,0.0,unknown,yes
married,secondary,1382.0,yes,no,397.0,2.0,0.0,unknown,yes
single,tertiary,2048.0,yes,no,310.0,1.0,1.0,failure,yes
single,primary,608.0,no,no,236.0,1.0,2.0,success,yes
divorced,unknown,-274.0,yes,yes,715.0,2.0,2.0,failure,yes
married,secondary,132.0,no,no,187.0,2.0,1.0,success,yes
single,secondary,344.0,no,no,519.0,16.0,0.0,unknown,yes
married,secondary,2230.0,no,no,423.0,3.0,0.0,unknown,yes
single,secondary,5679.0,yes,no,701.0,4.0,0.0,unknown,yes
single,secondary,885.0,yes,no,632.0,6.0,0.0,unknown,yes
married,primary,3764.0,no,no,214.0,2.0,4.0,failure,yes
married,secondary,368.0,yes,yes,1597.0,2.0,0.0,unknown,yes
married,secondary,569.0,no,no,219.0,1.0,0.0,unknown,yes
married,secondary,272.0,no,no,105.0,2.0,2.0,success,yes
single,primary,167.0,no,yes,614.0,2.0,0.0,unknown,yes
married,tertiary,1388.0,yes,no,753.0,1.0,0.0,unknown,yes
married,secondary,7895.0,yes,no,872.0,1.0,0.0,unknown,yes
married,secondary,1587.0,yes,no,171.0,3.0,0.0,unknown,yes
divorced,tertiary,1723.0,yes,no,862.0,1.0,0.0,unknown,yes
single,tertiary,691.0,no,no,1178.0,1.0,6.0,success,yes
married,secondary,243.0,yes,no,507.0,1.0,0.0,unknown,yes
single,secondary,3696.0,no,no,758.0,4.0,0.0,unknown,yes
single,secondary,71.0,no,no,169.0,2.0,0.0,unknown,yes
single,tertiary,0.0,no,no,257.0,2.0,1.0,success,yes
married,secondary,3765.0,no,no,1094.0,3.0,0.0,unknown,yes
single,tertiary,15161.0,no,no,280.0,1.0,0.0,unknown,yes
married,tertiary,776.0,yes,no,990.0,1.0,0.0,unknown,yes
married,secondary,616.0,no,no,250.0,3.0,0.0,unknown,yes
married,primary,3512.0,no,no,175.0,1.0,1.0,failure,yes
single,tertiary,6529.0,no,no,505.0,2.0,0.0,unknown,yes
married,primary,0.0,yes,no,1080.0,4.0,0.0,unknown,yes
divorced,secondary,2129.0,no,no,452.0,1.0,0.0,unknown,yes
married,secondary,496.0,no,no,738.0,3.0,1.0,success,yes
married,tertiary,1539.0,yes,no,441.0,1.0,1.0,unknown,yes
divorced,tertiary,348.0,no,no,125.0,1.0,0.0,unknown,yes
single,tertiary,1287.0,yes,no,65.0,1.0,0.0,unknown,yes
married,tertiary,12356.0,yes,no,410.0,1.0,5.0,unknown,yes
single,secondary,5763.0,no,yes,196.0,2.0,0.0,unknown,yes
married,secondary,-267.0,yes,no,1030.0,3.0,0.0,unknown,yes
single,secondary,443.0,no,no,1600.0,1.0,0.0,unknown,yes
married,secondary,934.0,yes,no,715.0,1.0,0.0,unknown,yes
single,secondary,4859.0,no,no,227.0,1.0,0.0,unknown,yes
married,tertiary,1843.0,no,no,251.0,2.0,3.0,success,yes
married,secondary,1289.0,no,no,250.0,4.0,2.0,failure,yes
single,tertiary,19.0,no,no,274.0,1.0,1.0,success,yes
married,secondary,8332.0,no,no,279.0,1.0,7.0,unknown,yes
married,secondary,5517.0,yes,no,584.0,1.0,0.0,unknown,yes
married,secondary,949.0,no,no,1092.0,1.0,0.0,unknown,yes
married,primary,-157.0,yes,no,491.0,3.0,0.0,unknown,yes
married,tertiary,254.0,no,no,183.0,2.0,2.0,failure,yes
married,secondary,136.0,no,no,228.0,2.0,1.0,failure,yes
single,secondary,285.0,no,no,658.0,3.0,0.0,unknown,yes
divorced,tertiary,874.0,no,no,1282.0,6.0,0.0,unknown,yes
married,tertiary,1641.0,yes,no,49.0,2.0,0.0,unknown,yes
single,secondary,1088.0,yes,no,575.0,2.0,0.0,unknown,yes
single,tertiary,1138.0,no,no,402.0,3.0,0.0,unknown,yes
single,tertiary,13107.0,yes,no,661.0,1.0,2.0,failure,yes
married,tertiary,2557.0,yes,no,415.0,1.0,0.0,unknown,yes
single,secondary,733.0,yes,no,1102.0,3.0,0.0,unknown,yes
single,tertiary,-405.0,yes,yes,703.0,2.0,0.0,unknown,yes
single,tertiary,11008.0,no,no,822.0,6.0,1.0,success,yes
single,secondary,246.0,no,no,453.0,2.0,0.0,unknown,yes
married,tertiary,0.0,yes,yes,648.0,1.0,0.0,unknown,yes
single,tertiary,536.0,no,no,362.0,2.0,2.0,success,yes
divorced,tertiary,1506.0,no,no,365.0,4.0,0.0,unknown,yes
single,secondary,716.0,yes,no,1257.0,3.0,0.0,unknown,yes
single,tertiary,354.0,no,no,242.0,2.0,0.0,unknown,yes
divorced,tertiary,1757.0,no,no,314.0,1.0,13.0,failure,yes
married,secondary,7554.0,no,no,141.0,1.0,0.0,unknown,yes
divorced,unknown,854.0,no,no,480.0,1.0,5.0,success,yes
married,secondary,1230.0,no,no,420.0,1.0,1.0,failure,yes
married,tertiary,1303.0,no,no,1635.0,1.0,0.0,unknown,yes
married,tertiary,93.0,no,no,262.0,2.0,7.0,failure,yes
divorced,primary,-291.0,yes,yes,591.0,1.0,0.0,unknown,yes
married,tertiary,69.0,no,yes,263.0,3.0,3.0,success,yes
single,secondary,771.0,no,no,181.0,1.0,3.0,unknown,yes
single,secondary,-675.0,yes,yes,147.0,4.0,0.0,unknown,yes
married,secondary,973.0,no,no,326.0,1.0,0.0,unknown,yes
single,primary,377.0,no,no,645.0,2.0,0.0,unknown,yes
married,secondary,480.0,no,no,344.0,2.0,8.0,unknown,yes
single,secondary,552.0,no,no,327.0,1.0,0.0,unknown,yes
single,secondary,-158.0,yes,no,426.0,1.0,2.0,failure,yes
single,secondary,4590.0,yes,no,131.0,4.0,3.0,failure,yes
divorced,secondary,283.0,yes,no,761.0,1.0,0.0,unknown,yes
married,tertiary,0.0,yes,no,140.0,1.0,3.0,failure,yes
married,secondary,419.0,yes,no,1181.0,2.0,0.0,unknown,yes
divorced,secondary,462.0,no,no,332.0,1.0,0.0,unknown,yes
divorced,secondary,4.0,no,no,1048.0,1.0,0.0,unknown,yes
divorced,secondary,363.0,yes,no,168.0,1.0,1.0,success,yes
single,tertiary,7560.0,no,no,132.0,1.0,0.0,unknown,yes
divorced,tertiary,1297.0,no,no,716.0,3.0,0.0,unknown,yes
single,secondary,40.0,no,no,419.0,2.0,0.0,unknown,yes
single,secondary,436.0,no,yes,95.0,1.0,0.0,unknown,yes
married,secondary,403.0,yes,no,603.0,1.0,2.0,unknown,yes
single,secondary,5637.0,yes,no,553.0,3.0,0.0,unknown,yes
single,tertiary,916.0,no,no,449.0,2.0,0.0,unknown,yes
married,tertiary,1942.0,yes,yes,436.0,2.0,3.0,unknown,yes
divorced,secondary,385.0,no,no,242.0,1.0,2.0,failure,yes
single,secondary,-1042.0,yes,no,712.0,2.0,0.0,unknown,yes
married,tertiary,3696.0,no,no,758.0,2.0,5.0,unknown,yes
single,tertiary,3384.0,no,no,578.0,2.0,0.0,unknown,yes
